item_id,year,item_name,item_description
105046,2008,"Cheddar Fries, Medium","Cheddar Fries w/ Seasoned Curly Fries & Cheddar Cheese Sauce, Medium, Sides & Sidekickers"
105047,2008,"10 Loaded Potato Bites, Large","10 Loaded Potato Bites, Side & Sidekickers, Large"
105048,2008,2 Potato Cakes,"2 Potato Cakes, Side & Sidekickers"
105049,2008,3 Potato Cakes,"3 Potato Cakes, Side & Sidekickers"
105050,2008,Santa Fe Salad,"Santa Fe Salad w/ Popcorn Chicken, Cherry Tomatoes, Red Onion Rings, Roasted Corn & Black Bean Mix, Iceberg /Romaine Blend & Cheddar, Market Fresh Salads"
105051,2008,Chicken Club Salad,"Chicken Club Salad w/ Popcorn Chicken, Iceberg/Romaine Blend, Cherry Tomatoes, Cucumber, Cheddar, Hard Boiled Eggs & Pepper Bacon, Market Fresh Salads"
105052,2008,Martha's Vineyard Salad,"Martha's Vineyard Salad w/ Diced Grilled Chicken, Diced Apples, Cherry Tomatoes, Cheddar, Cranberries & Iceberg/Romaine Blend, Market Fresh Salads"
105053,2008,Santa Fe Salad w/ Grilled Chicken,"Santa Fe Salad w/ Grilled Chicken, Diced Grilled Chicken, Cherry Tomatoes, Red Onion Rings, Roasted Corn & Black Bean Mix, Iceberg/Romaine Blend & Cheddar, Market Fresh Salads"
105054,2008,Corned Beef Reuben Wrap,"Corned Beef Reuben Wrap on Sour Rye Wrap w/ Sauerkraut, Thousand Island Dressing, Corned Beef & Swiss, Market Fresh Sandwiches & Wraps"
105055,2008,Roast Turkey Reuben Wrap,"Roast Turkey Reuben Wrap on Sour Rye Wrap w/ Roast Turkey, Sauerkraut, Swiss & Thousand Island Dressing, Market Fresh Sandwiches & Wraps"
105056,2008,Roast Ham & Swiss Sandwich,"Roast Ham & Swiss Sandwich on Honey Wheat Bread w/ Sliced Tomato, Roast Ham, Leaf Lettuce, Red Onion Rings, Mayonnaise, Spicy Brown Honey Mustard Sauce & Swiss, Big Eye Natural, Market Fresh Sandwiches & Wraps"
105057,2008,Pecan Chicken Salad Sandwich,"Pecan Chicken Salad Sandwich on Honey Wheat Bread w/ Leaf Lettuce, Market Fresh Sandwiches & Wraps"
105058,2008,Pecan Chicken Salad Wrap,"Pecan Chicken Salad Wrap on Wheat Tortilla Wrap w/ Leaf Lettuce, Market Fresh Sandwiches & Wraps"
105059,2008,Corned Beef Reuben Sandwich,"Corned Beef Reuben Sandwich on Marble Rye Bread w/ Sauerkraut, Thousand Island Dressing, Corned Beef & Swiss Cheese, Market Fresh Sandwiches & Wraps"
105060,2008,Roast Turkey Reuben Sandwich,"Roast Turkey Reuben Sandwich on Marble Rye Bread w/ Roast Turkey, Sauerkraut, Swiss, Big Eye Natural & Thousand Island, Market Fresh Sandwiches & Wraps"
105061,2008,Southwest Chicken Wrap,"Southwest Chicken Wrap on Wheat Tortilla Wrap w/ Shredded Cheddar, Diced Grilled Chicken, Leaf Lettuce, Shredded Pepper Jack, Red Onion Rings & Santa Fe Ranch Sauce, Market Fresh Sandwiches & Wraps"
105062,2008,Ultimate BLT Sandwich,"Ultimate BLT Sandwich on Honey Wheat Bread w/ Leaf Lettuce, Mayonnaise, Pepper Bacon & Tomato, Sliced, Market Fresh Sandwiches & Wraps"
105063,2008,Ultimate BLT Wrap,"Ultimate BLT Wrap on Wheat Tortilla Wrap w/ Leaf Lettuce, Mayonnaise, Pepper Bacon & Tomato, Sliced, Market Fresh Sandwiches & Wraps"
105064,2008,"Chicken Fillet Sandwich, Grilled","Chicken Fillet Sandwich on Regular Sesame Bun w/ Shredded Lettuce, Mayonnaise, Sliced Tomato & Grilled Chicken Breast, Arby's Chicken, Grilled"
105065,2008,"Chicken Cordon Bleu Sandwich, Grilled","Chicken Cordon Bleu Sandwich on Regular Sesame Bun w/ Mayonnaise, Swiss, Slice Processed, Roast Ham & Grilled Chicken Breast, Grilled, Arby's Chicken"
105066,2008,Classic Italian Toasted Sub,"Classic Italian Toasted Sub on Ciabatta Bread w/ Pepperoni, Red Onion Rings, Roasted Garlic Sauce, Shredded Lettuce, Banana Peppers, Tomato Sliced, Genoa Salami, Swiss, Slice Processed, Roast Ham & Red Wine Vinaigrette, Arby's Toasted Sub"
105067,2008,French Dip & Swiss Toasted Sub,"French Dip & Swiss Toasted Sub on Ciabatta Bread w/ Roast Beef, Au Jus Prepared & Swiss Sliced Processed, Arby's Toasted Subs"
105068,2008,Philly Beef Toasted Sub,"Philly Beef Toasted Sub on Ciabatta Bread w/ Pepper & Onion Mix, Roasted Garlic Sauce, Roast Beef & Swiss, Slice Processed, Arby's Toasted Subs"
105069,2008,Turkey Bacon Club Toasted Sub,"Turkey Bacon Club Toasted Sub on Ciabatta Bread w/ Pepper Bacon, Red Onion Rings, Roast Turkey, Shredded Lettuce, Tomato Sliced, Herb Mayo & Swiss, Slice Processed, Arby's Toasted Subs"
105070,2008,Market Fresh Mini Ham & Cheese Sandwich,"Market Fresh Mini Ham & Cheese Sandwich on Honey Wheat Bread w/ Swiss Slice Processed & Roast Ham, Kids Menu"
105071,2008,Market Fresh Mini Turkey & Cheese Sandwich,"Market Fresh Mini Turkey & Cheese Sandwich on Honey Wheat Bread w/ Swiss, Slice Processed & Roast Turkey, Kids Menu"
105072,2008,Arby's Melt,"Arby's Melt on Sesame Bun w/ Roast Beef & Cheddar Cheese Sauce, Arby's Roast Beef Sandwiches & Melts"
105073,2008,Bacon Beef 'N Cheddar Sandwich,"Bacon Beef 'N Cheddar Sandwich on Onion Bun w/ Cheddar Cheese Sauce, Pepper Bacon, Roast Beef & Red Ranch Dressing, Arby's Roast Beef Sandwiches & Melts"
105074,2008,BBQ Bacon 'N Jack 2for,"BBQ Bacon 'N Jack 2for on Sesame Bun w/ Monterey Jack Cheese Sauce, Pepper Bacon, Roast Beef & Smoky Q Sauce, Arby's Roast Beef Sandwiches & Melts"
105075,2008,Ham & Swiss Melt Sandwich,"Ham & Swiss Melt Sandwich on Sesame Bun w/ Swiss Slice Processed & Roast Ham, Arby's Roast Beef Sandwiches & Melts"
105076,2008,Large Roast Beef Sandwich,"Large Roast Beef Sandwich on Sesame Bun w/ Roast Beef, Arby's Roast Beef Sandwiches & Melts"
105077,2008,Sourdough Ham Melt,"Sourdough Ham Melt on Sourdough Breakfast Bread w/ Mayonnaise, Roast Ham & Swiss, Slice Processed, Arby's Roast Beef Sandwiches & Melts"
105078,2008,Sourdough Roast Beef Melt,"Sourdough Roast Beef Melt on Sourdough Breakfast Bread w/ Roast Beef & Cheddar Cheese Sauce, Arby's Roast Beef Sandwiches & Melts"
105079,2008,Super Roast Beef,"Super Roast Beef on Sesame Bun w/ Tomato, Sliced, Roast Beef, Red Ranch Dressing & Leaf Lettuce, Arby's Roast Beef Sandwiches & Melts"
10508,2008,Cake Cone,"Cake Cone, 1 Cone, for Ice Cream"
105080,2008,Swiss Melt,"Swiss Melt on Sesame Bun w/ Roast Beef & Swiss Cheese Sauce, Arby's Roast Beef Sandwiches & Melts"
105081,2008,Bacon & Egg Croissant,"Bacon & Egg Croissant w/ Croissant, Bacon, Egg Scrambled Patty, Breakfast"
105082,2008,Bacon Biscuit,"Bacon Biscuit w/ Biscuit & Bacon, Breakfast"
105083,2008,Chicken Biscuit,"Chicken Biscuit w/ Biscuit & Chicken Fingers, Breakfast"
105084,2008,Egg & Cheese Sourdough,"Egg & Cheese Sourdough w/ Sourdough, Egg Scrambled Patty, Swiss Slice Processed, Breakfast"
105085,2008,Ham Biscuit,"Ham Biscuit w/ Biscuit & Roast Ham, Breakfast"
105086,2008,Sausage & Egg Croissant,"Sausage & Egg Croissant w/ Croissant, Sausage, Egg Scrambled Patty, Breakfast"
105087,2008,Light Buttermilk Ranch Dressing,"Light Buttermilk Ranch Dressing, Market Fresh Salads"
105088,2008,Sliced Almonds,"Sliced Almonds, Toasted Sliced, for Market Fresh Salads"
105089,2008,Garlic & Cheese Croutons,"Garlic & Cheese Croutons, for Market Fresh Salads"
10509,2008,Sugar Cone,"Sugar Cone, 1 Cone, for Ice Cream"
105090,2008,Raspberry Vinaigrette,"Raspberry Vinaigrette, Market Fresh Salads"
105091,2008,Santa Fe Ranch Dressing,"Santa Fe Ranch Dressing, also called Southwest Ranch Dressing, Market Fresh Salads"
105092,2008,Popcorn Chicken,"Popcorn Chicken, for Santa Fe Salad & Chicken Club Salad, Market Fresh Salads"
105093,2008,Cherry Tomatoes,"Cherry Tomatoes, for Santa Fe Salad, Chicken Club Salad, Martha's Vineyard Salad & Santa Fe Salad w/ Grilled Chicken, Market Fresh Salads"
105094,2008,Red Onion Rings,"Red Onion Rings, for Turkey Bacon Club Toasted Sub, Classic Italian Toasted Sub, Santa Fe Salad, Santa Fe Salad w/ Grilled Chicken, Roast Ham & Swiss Sandwich, Roast Turkey & Swiss Sandwich, Roast Turkey Ranch & Bacon Sandwich, Roast Turkey & Bacon Wrap & Southwest Chicken Wrap, Market Fresh Salads, Market Fresh Sandwiches & Wraps, Arby's Toasted Subs"
105095,2008,Roasted Corn & Black Bean Mix,"Roasted Corn & Black Bean Mix, for Santa Fe Salad & Santa Fe Salad w/ Grilled Chicken, Market Fresh Salads"
105096,2008,Sauerkraut,"Sauerkraut, for Corned Beef Reuben Wrap, Roast Turkey Reuben Wrap, Corned Beef Reuben Sandwich & Roast Turkey Reuben Sandwich, Market Fresh Sandwiches & Wraps"
105097,2008,Thousand Island Dressing,"Thousand Island Dressing, for Corned Beef Reuben Wrap & Roast Turkey Reuben Wrap, Market Fresh Sandwiches & Wraps"
105098,2008,"Swiss, Big Eye Natural","Swiss, Big Eye Natural, for Roast Ham & Swiss Sandwich, Roast Turkey & Swiss Sandwich, Corned Beef Reuben Wrap, Roast Turkey Reuben Wrap, Corned Beef Reuben Sandwich & Roast Turkey Reuben Sandwich, Market Fresh Sandwiches & Wraps"
105099,2008,Sour Rye Wrap,"Sour Rye Wrap, for Corned Beef Reuben Wrap & Roast Turkey Reuben Wrap, Market Fresh Sandwiches & Wraps"
105100,2008,Roast Turkey,"Roast Turkey, for Roast Turkey Ranch & Bacon Sandwich, Roast Turkey Ranch & Bacon Wrap, Roast Turkey & Swiss Sandwich, Roast Turkey Reuben Wrap & Roast Turkey Reuben Sandwich, Market Fresh Sandwiches & Wraps"
105101,2008,"Tomato, Sliced, for Roast Ham & Swiss Sandwich","Tomato, Sliced, for Classic Italian Toasted Sub, Turkey Bacon Club Toasted Sub, Chicken Fillet Sandwich, Grilled, Chicken Fillet Sandwich, Crispy, Roast Ham & Swiss Sandwich, Roast Turkey & Swiss Sandwich & Roast Turkey & Bacon Sandwich, Market Fresh Sandwiches & Wraps, Arby's Chicken, Arby's Toasted Subs"
105102,2008,"Honey Wheat Bread, for Roast Ham & Swiss Sandwich","Honey Wheat Bread, for Roast Ham & Swiss Sandwich, Pecan Chicken Salad Sandwich, Roast Turkey & Swiss Sandwich, Roast Turkey Ranch & Bacon Sandwich & Ultimate BLT Sandwich, Market Fresh Sandwiches & Wraps"
105103,2008,"Roast Ham, for Roast Ham & Swiss Sandwich","Roast Ham, for Roast Ham & Swiss Sandwich, Market Fresh Sandwiches & Wraps"
105104,2008,"Leaf Lettuce, for Roast Ham & Swiss Sandwich","Leaf Lettuce, for Super Roast Beef, Roast Ham & Swiss Sandwich, Pecan Chicken Salad Sandwich, Pecan Chicken Salad Wrap, Roast Turkey & Swiss Sandwich & Southwest Chicken Wrap, Market Fresh Sandwiches & Wraps, Arby's Roast Beef Sandwich & Melts"
105105,2008,"Tomato, Sliced, for Roast Turkey Ranch & Bacon Wrap","Tomato, Sliced, for Roast Turkey Ranch & Bacon Wrap & Super Roast Beef, Arby's Roast Beef Sandwich & Melts, Market Fresh Sandwiches & Wraps"
105106,2008,"Mayonnaise, for Roast Ham & Swiss Sandwich","Mayonnaise, for Roast Ham & Swiss Sandwich, Roast Turkey & Swiss Sandwich, Chicken Fillet Sandwich, Grilled, Chicken Fillet Sandwich, Crispy, Chicken Cordon Bleu Sandwich, Crispy & Chicken Cordon Bleu Sandwich, Grilled, Market Fresh Sandwiches & Wraps, Arby's Chicken"
105107,2008,Spicy Brown Honey Mustard Sauce,"Spicy Brown Honey Mustard Sauce, for Roast Ham & Swiss Sandwich & Roast Turkey & Swiss Sandwich, Market Fresh Sandwiches & Wraps"
105108,2008,Pecan Chicken Salad,"Pecan Chicken Salad, for Pecan Chicken Salad Sandwich & Pecan Chicken Salad Wrap, Market Fresh Sandwiches & Wraps"
105109,2008,"Wrap, Wheat Tortilla","Wrap, Wheat Tortilla, for Roast Turkey & Bacon Wrap, Pecan Chicken Salad Wrap, Southwest Chicken Wrap & Ultimate BLT Wrap, Market Fresh Sandwiches & Wraps"
10511,2008,Waffle Cone,"Waffle Cone, 1 Cone, for Ice Cream"
105110,2008,Marble Rye Bread,"Marble Rye Bread, for Corned Beef Reuben Sandwich & Roast Turkey Reuben Sandwich, Market Fresh Sandwiches & Wraps"
105111,2008,Thousand Island,"Thousands Island, for Corned Beef Reuben Sandwich & Roast Turkey Reuben Sandwich, Market Fresh Sandwiches & Wraps"
105112,2008,Creamy Ranch Spread,"Creamy Ranch Spread, for Roast Turkey Ranch & Bacon Sandwich & Roast Turkey Ranch & Bacon Wrap, Market Fresh Sandwiches & Wraps"
105113,2008,"Pepper Bacon, for Roast Turkey Ranch & Bacon Sandwich","Pepper Bacon, for Bacon Beef 'N Cheddar Sandwich, Roast Turkey Ranch & Bacon Sandwich & Roast Turkey Ranch & Bacon Wrap, Market Fresh Sandwiches & Wraps, Arby's Roast Beef Sandwiches & Melts"
105114,2008,"Cheddar, Slice Natural","Cheddar, Slice Natural, for Roast Turkey Ranch & Bacon Sandwich & Roast Turkey Ranch & Bacon Wrap, Market Fresh Sandwiches & Wraps"
105115,2008,"Shredded Lettuce, for Chicken Fillet Sandwich, Crispy","Shredded Lettuce, for Chicken Fillet Sandwich, Crispy & Chicken Fillet Sandwich, Grilled, Arby's Chicken"
105116,2008,"Sesame Bun, Regular","Sesame Bun, Regular, for Arby's Melt, BBQ Bacon 'N Jack 2for, Ham & Swiss Melt Sandwich, Medium Roast Beef Sandwich, Regular Roast Beef, Super Roast Beef, Swiss Melt, Junior Roast Beef Sandwich, Chicken Fillet Sandwich, Grilled, Chicken Fillet Sandwich, Crispy, Chicken Bacon & Swiss, Crispy, Chicken Bacon & Swiss, Grilled, Chicken Cordon Bleu Sandwich, Grilled & Chicken Cordon Bleu Sandwich, Crispy, Arby's Chicken, Kids Menu, Kids & Adult Menu"
105117,2008,"Mayonnaise, for Ultimate BLT Sandwich","Mayonnaise, for Ultimate BLT Sandwich & Ultimate BLT Wrap, Market Fresh Sandwiches & Wraps"
105118,2008,Grilled Chicken Breast,"Grilled Chicken Breast, for Chicken Fillet Sandwich, Grilled, Chicken Bacon & Swiss, Grilled, & Chicken Cordon Bleu Sandwich, Grilled, Arby's Chicken"
105119,2008,"Chicken Fillet, Crispy","Chicken Fillet, Crispy, for Chicken Fillet Sandwich, Crispy, Chicken Cordon Bleu Sandwich, Crispy & Chicken Bacon & Swiss, Crispy, Arby's Chicken"
105120,2008,"BBQ Dipping Sauce, for Popcorn Chicken Shakers","BBQ Dipping Sauce, for Popcorn Chicken Shakers, Arby's Chicken"
105121,2008,Buffalo Dipping Sauce,"Buffalo Dipping Sauce, for Popcorn Chicken Shakers, Arby's Chicken"
105122,2008,"BBQ Dipping Sauce, Arby's Chicken","BBQ Dipping Sauce, Arby's Chicken"
105123,2008,"Pepper Bacon, for Chicken Bacon & Swiss, Crispy","Pepper Bacon, for Chicken Bacon & Swiss, Crispy & Chicken Bacon & Swiss, Grilled, Arby's Chicken"
105124,2008,"Swiss, Slice Processed, for Chicken Cordon Bleu Sandwich","Swiss, Slice Processed, for Sausage, Egg & Cheese Croissant, Ham, Egg & Cheese Croissant, Ham, Egg & Cheese Biscuit, Ham & Cheese Croissant, Sausage, Egg & Cheese Biscuit, Bacon, Egg & Cheese Biscuit, Bacon, Egg & Cheese Croissant, Sourdough Ham Melt, Ham & Swiss Melt Sandwich, Market Fresh Mini Ham & Cheese Sandwich, Market Fresh Mini Turkey & Cheese Sandwich, Chicken Cordon Bleu Sandwich, Crispy, Chicken Cordon Bleu Sandwich, Grilled, Chicken Bacon & Swiss, Crispy & Chicken Bacon & Swiss, Grilled, Arby's Roast Beef Sandwich & Melts, Arby's Chicken, Breakfast, Kids Menu, Kids, Kids & Adult Menu"
105125,2008,Honey Mustard Dipping Sauce,"Honey Mustard Dipping Sauce, Arby's Chicken"
105126,2008,"Pepperoni, for Classic Italian Toasted Sub","Pepperoni, for Classic Italian Toasted Sub, Arby's Toasted Subs"
105127,2008,Ciabatta Bread,"Ciabatta Bread, for Classic Italian Toasted Sub, French Dip & Swiss Toasted Sub, Philly Beef Toasted Sub & Turkey Bacon Club Toasted Sub, Arby's Toasted Subs"
105128,2008,Banana Peppers,"Banana Peppers, for Classic Italian Toasted Sub, Arby's Toasted Subs"
105129,2008,Genoa Salami,"Genoa Salami, for Classic Italian Toasted Sub, Arby's Toasted Subs"
105130,2008,"Roast Ham, for Classic Italian Toasted Sub","Roast Ham, Arby's Roast Beef Sandwich & Melts, for Classic Italian Toasted Sub & Sourdough Ham Melt, Arby's Toasted Subs"
105131,2008,Red Wine Vinaigrette,"Red Wine Vinaigrette, for Classic Italian Toasted Sub, Arby's Toasted Subs"
105132,2008,"Roast Beef, for French Dip & Swiss Toasted Sub","Roast Beef, for French Dip & Swiss Toasted Sub, Arby's Toasted Subs"
105133,2008,Au Jus Prepared,"Au Jus Prepared, for French Dip & Swiss Toasted Sub, Arby's Toasted Subs"
105134,2008,Pepper & Onion Mix,"Pepper & Onion Mix, for Philly Beef Toasted Sub, Arby's Toasted Subs"
105135,2008,Herb Mayo,"Herb Mayo, for Turkey Bacon Club Toasted Sub, Arby's Toasted Subs"
105136,2008,Seasoned Curly Fries,"Seasoned Curly Fries, for Cheddar Fries, Medium, Sides & Sidekickers"
